Product Title,URL,Description,Details
Sateen Trachten 1479231-17,https://textil.eu/en/p-28199/sateen-trachten-1479231-17-floral-cotton-sateen-grey-100-cotton/,"Cotton satin is a weave that has a typically glossy finish and matt finished back.
Characteristics: The fabric is very breathable, soft, firm and pleasant to the touch.
Our high-quality printed cotton satin can be used as yardage for dresses, shirts, blouses, underwear, boxers, ties, and can also be used for making bedding, interior furnishings or upholstery.
Our satin weave materials include: Sateen, Rasatello, Bormio Vyella, Imperial, Renato.","{'Design': '1479231-17', 'Fabric': 'Cotton Sateen', 'Material': '100% cotton', 'Colour': 'Grey, Pink', 'Motive': 'Floral', 'Weight': '130 gsm', 'Width': '145-150 cm', 'Thread': '51x30', 'Yarn': 'Ne 40/1', 'VAT rate': '21.0%'}"
Gloria double folded C22001-14,https://textil.eu/en/p-28762/gloria-double-folded-c22001-14-floral-cotton-plain-blue-100-cotton/,"Cotton cloth is woven with the simplest weave, made by simply crossing the warp and weft.
Characteristics: Very comfortable to wear, breathable, absorbent and firm fabric.
Our quality cotton cloth with a wide range of designs can be used to make women's dresses, shirts, blouses, trousers, overalls and bedding.
It can also be used for making fashion accessories and can be used for decorative purposes.
Our cloth weave materials include: Diana, Gloria, Glorima, Aruna.","{'Design': 'C22001-14', 'Fabric': 'Cotton plain', 'Material': '100% cotton', 'Colour': 'Blue', 'Motive': 'Floral', 'Weight': '115 gsm', 'Width': '138-145 cm', 'Thread': '31x27', 'Yarn': 'Ne 30/1', 'VAT rate': '21.0%'}"
Sateen Trachten UNI-9547,https://textil.eu/en/p-30457/sateen-trachten-uni-9547-unicoloured-cotton-sateen-blue-100-cotton/,"Cotton satin is a weave that has a typically glossy finish and matt finished back.
Characteristics: The fabric is very breathable, soft, firm and pleasant to the touch.
Our high-quality printed cotton satin can be used as yardage for dresses, shirts, blouses, underwear, boxers, ties, and can also be used for making bedding, interior furnishings or upholstery.
Our satin weave materials include: Sateen, Rasatello, Bormio Vyella, Imperial, Renato.","{'Design': 'UNI-9547', 'Fabric': 'Cotton Sateen', 'Material': '100% cotton', 'Colour': 'Blue, Green', 'Motive': 'Unicoloured', 'Weight': '130 gsm', 'Width': '145-150 cm', 'Thread': '51x30', 'Yarn': 'Ne 40/1', 'VAT rate': '21.0%'}"
Pelle D´uovo 30101-103,https://textil.eu/en/p-22649/pelle-duovo-30101-103-dots-cotton-poplin-blue-100-cotton/,"Cotton poplin is a dense linen weave fabric with predominantly warp yarns generally made from 100% cotton. The fabric has a matt gloss finish and a fine transverse ribbing on the surface.
Characteristics: The fabric is very soft, firm, flowing and pleasant to the touch.
Our high-quality cotton poplin is used for making shirts, blouses, skirts, women's dresses, overalls, underwear, linen and linings.
It can also be used to make fashion accessories or use for decorative purposes.
Our poplins include: Olympia, Prim, Savoy, Barocco, Cobra, Milano, Pelle D´uovo, Olbia.","{'Design': '30101-103', 'Fabric': 'Cotton poplin', 'Material': '100% cotton', 'Colour': 'Blue, White', 'Motive': 'Dots, Ornaments', 'Weight': '109 gsm', 'Width': '148-150 cm', 'Thread': '77x50', 'Yarn': 'Ne 80/1', 'VAT rate': '21.0%'}"
Renato 67831-309,https://textil.eu/en/p-28215/renato-67831-309-abstract-cotton-sateen-brown-100-cotton/,"Cotton satin is a weave that has a typically glossy finish and matt finished back.
Characteristics: The fabric is very breathable, soft, firm and pleasant to the touch.
Our high-quality printed cotton satin can be used as yardage for dresses, shirts, blouses, underwear, boxers, ties, and can also be used for making bedding, interior furnishings or upholstery.
Our satin weave materials include: Sateen, Rasatello, Bormio Vyella, Imperial, Renato.","{'Design': '67831-309', 'Fabric': 'Cotton Sateen', 'Material': '100% cotton', 'Colour': 'Brown', 'Motive': 'Abstract', 'Weight': '113 gsm', 'Width': '140-142 cm', 'Thread': '78x44', 'Yarn': 'Ne 60/1', 'VAT rate': '21.0%'}"
Elmosa 1/2 UNI-9251 B-GRADE,https://textil.eu/en/p-26890/elmosa-12-uni-9251-b-grade--unicoloured-flannel-single-sided-yellow-100-cotton/,"single sided flannel fabric Elmosa.
Our flannel is a linen weave fabric, trimmed on one or both sides. It‘s formed by combing or brushing the cotton cloth surface with fine steel brushes.
Characteristics: The fabric is fairly light, pleasant, warm and soft to the touch.
Our quality cotton flannel can be used to make shirts, seasonal beddings and linen - pyjamas, linings.
We offer flannel: Elmosa 1/2– one-sided combed and Elmosa 2/2 – both sides combed.
Big sale
The Big Sale of Wholesale Goods section will help you effectively combat high inflation and prices rising across all industries: buy printed or dyed fabrics at a bargain price, or stock up in advance on quality fabrics made of 100% cotton, stretch cotton, linen and viscose at unbeatable prices! These are common printed or dyed fabrics which we usually sell out in order to free up our wholesale textile warehouses for new trendy collections of printed and dyed fabrics, or they are leftover yardage from already sold-out collections.


If you are looking for even higher discounts or literally a price slash, please visit our Cheaper Fabrics with Small Defects section.


Textil.eu, a Czech wholesaler of printed and dyed fabrics made of cotton and linen, produced in the European Union, displays prices after registration only and recalculates prices individually according to current discounts directly for each wholesale customer upon login. Sign up to our wholesale e-shop now and contact us for information on how to save even more money and further decrease wholesale prices of printed and dyed fabrics directly for you or your company.","{'Fabric': 'Flannel - single sided', 'Material': '100% cotton', 'Colour': 'Yellow', 'Motive': 'Unicoloured', 'Weight': '170 gsm', 'Width': '140 cm', 'Thread': '18x16', 'Yarn': 'Ne 24/1 Ne 8/1', 'VAT rate': '21.0%'}"
Diana Soft 1480918-13,https://textil.eu/en/p-28435/diana-soft-1480918-13-floral-cotton-plain-blue-100-cotton/,"Cotton cloth is woven with the simplest weave, made by simply crossing the warp and weft.
Characteristics: Very comfortable to wear, breathable, absorbent and firm fabric.
Our quality cotton cloth with a wide range of designs can be used to make women's dresses, shirts, blouses, trousers, overalls and bedding.
It can also be used for making fashion accessories and can be used for decorative purposes.
Our cloth weave materials include: Diana, Gloria, Glorima, Aruna.","{'Design': '1480918-13', 'Fabric': 'Cotton plain', 'Material': '100% cotton', 'Colour': 'Blue, Pink', 'Motive': 'Floral', 'Weight': '145 gsm', 'Width': '135-150 cm', 'Thread': '26x22', 'Yarn': 'Ne 20/1', 'VAT rate': '21.0%'}"
Diana Acryl 21013-304,https://textil.eu/en/p-24651/diana-acryl-21013-304-floral-plain-acrylat-coated-matt-blue-100-cotton100-acryl/,"During production, an acrylic coating is applied to cotton canvas, therefore creating a relatively flexible, waterproof and pleasant material. Prior to the acrylic coating itself, the fabric undergoes a hydrophobic treatment to prevent the acrylic product from passing through the fabric. Therefore, the acrylic coating is only applied on the front side and the structure of the cotton is preserved on the reverse side.
The fabric with an acrylic coating is easy to wash with water, it is not necessary to wash it in a washing machine. Although, if you still want to wash the fabric we recommend washing unfolded at 30 °C and very gently. The fabric lasts 20 washing cycles. Ironing only on the reverse side at a very low temperature up to 150 °C. The fabric has great colour fastness even in bad weather and long life. You will surely enjoy its easy maintenance.
Thanks to this treatment, you can use the fabric both indoors and outdoors. It can be used to make tablecloths, bags, pillows, aprons and bibs, bags for gymnastics or snacks, bags for cosmetics, cases for electronics and much more. It can also be used to renovate changing tables or dining chairs.
Big sale
The Big Sale of Wholesale Goods section will help you effectively combat high inflation and prices rising across all industries: buy printed or dyed fabrics at a bargain price, or stock up in advance on quality fabrics made of 100% cotton, stretch cotton, linen and viscose at unbeatable prices! These are common printed or dyed fabrics which we usually sell out in order to free up our wholesale textile warehouses for new trendy collections of printed and dyed fabrics, or they are leftover yardage from already sold-out collections.


If you are looking for even higher discounts or literally a price slash, please visit our Cheaper Fabrics with Small Defects section.


Textil.eu, a Czech wholesaler of printed and dyed fabrics made of cotton and linen, produced in the European Union, displays prices after registration only and recalculates prices individually according to current discounts directly for each wholesale customer upon login. Sign up to our wholesale e-shop now and contact us for information on how to save even more money and further decrease wholesale prices of printed and dyed fabrics directly for you or your company.","{'Design': '21013-304', 'Fabric': 'Plain - ACRYLAT coated, matt', 'Material': '100% cotton/100% ACRYL', 'Colour': 'Blue, Grey', 'Motive': 'Floral', 'Weight': '174 gsm', 'Width': '140-150 cm', 'Thread': '26x22', 'Yarn': 'Ne 20/1', 'VAT rate': '21.0%'}"
Gloria 1480634-01,https://textil.eu/en/p-27351/gloria-1480634-01-floral-cotton-plain-brown-100-cotton/,"Cotton cloth is woven with the simplest weave, made by simply crossing the warp and weft.
Characteristics: Very comfortable to wear, breathable, absorbent and firm fabric.
Our quality cotton cloth with a wide range of designs can be used to make women's dresses, shirts, blouses, trousers, overalls and bedding.
It can also be used for making fashion accessories and can be used for decorative purposes.
Our cloth weave materials include: Diana, Gloria, Glorima, Aruna.","{'Design': '1480634-01', 'Fabric': 'Cotton plain', 'Material': '100% cotton', 'Colour': 'Brown, Orange', 'Motive': 'Floral', 'Weight': '115 gsm', 'Width': '138-145 cm', 'Thread': '31x27', 'Yarn': 'Ne 30/1', 'VAT rate': '21.0%'}"
Gloria 1477742-14,https://textil.eu/en/p-27298/gloria-1477742-14-childrens-cotton-plain-burgundy-100-cotton/,"Cotton cloth is woven with the simplest weave, made by simply crossing the warp and weft.
Characteristics: Very comfortable to wear, breathable, absorbent and firm fabric.
Our quality cotton cloth with a wide range of designs can be used to make women's dresses, shirts, blouses, trousers, overalls and bedding.
It can also be used for making fashion accessories and can be used for decorative purposes.
Our cloth weave materials include: Diana, Gloria, Glorima, Aruna.","{'Design': '1477742-14', 'Fabric': 'Cotton plain', 'Material': '100% cotton', 'Colour': 'Burgundy, White', 'Motive': ""Children's"", 'Weight': '115 gsm', 'Width': '138-145 cm', 'Thread': '31x27', 'Yarn': 'Ne 30/1', 'VAT rate': '21.0%'}"
Diana PVC 1480922-506,https://textil.eu/en/p-29128/diana-pvc-1480922-506-dots-plain-pvc-coated-glossy-blue-100-cotton100-pvc/,"Bavlněné plátno - PVC povrstvení
Big sale
The Big Sale of Wholesale Goods section will help you effectively combat high inflation and prices rising across all industries: buy printed or dyed fabrics at a bargain price, or stock up in advance on quality fabrics made of 100% cotton, stretch cotton, linen and viscose at unbeatable prices! These are common printed or dyed fabrics which we usually sell out in order to free up our wholesale textile warehouses for new trendy collections of printed and dyed fabrics, or they are leftover yardage from already sold-out collections.


If you are looking for even higher discounts or literally a price slash, please visit our Cheaper Fabrics with Small Defects section.


Textil.eu, a Czech wholesaler of printed and dyed fabrics made of cotton and linen, produced in the European Union, displays prices after registration only and recalculates prices individually according to current discounts directly for each wholesale customer upon login. Sign up to our wholesale e-shop now and contact us for information on how to save even more money and further decrease wholesale prices of printed and dyed fabrics directly for you or your company.","{'Design': '1480922-506', 'Fabric': 'Plain - PVC coated, glossy', 'Material': '100% cotton/100% PVC', 'Colour': 'Blue, White', 'Motive': 'Dots', 'Weight': '231 gsm', 'Width': '135-150 cm', 'Thread': '26x22', 'Yarn': 'Ne 20/1', 'VAT rate': '21.0%'}"
Capri Super Soft doubled 1479062-203,https://textil.eu/en/p-27517/capri-super-soft-doubled-1479062-203-floral-linen-plain-white-100-linen/,"Traditional material from the origins of plants. A stem is processed from a flax plant, only around 10% of the plant can be used for textiles.
Characteristics: flax absorbs moisture very well, is firm, pleasantly cool, refreshing, flexible and comfortable to wear.
Our 100% flax can only be used for producing outerwear, shirts, trousers, tops, dresses and skirts.
The flax we offer is called Capri.","{'Design': '1479062-203', 'Fabric': 'Linen plain', 'Material': '100% linen', 'Colour': 'White, Blue', 'Motive': 'Floral', 'Weight': '116 gsm', 'Width': '142-145 cm', 'Thread': '24x23', 'Yarn': 'Ne L 21/1', 'VAT rate': '21.0%'}"
Diana Soft 1476221-77,https://textil.eu/en/p-30582/diana-soft-1476221-77-stripes-cotton-plain-white-100-cotton/,"Cotton cloth is woven with the simplest weave, made by simply crossing the warp and weft.
Characteristics: Very comfortable to wear, breathable, absorbent and firm fabric.
Our quality cotton cloth with a wide range of designs can be used to make women's dresses, shirts, blouses, trousers, overalls and bedding.
It can also be used for making fashion accessories and can be used for decorative purposes.
Our cloth weave materials include: Diana, Gloria, Glorima, Aruna.","{'Design': '1476221-77', 'Fabric': 'Cotton plain', 'Material': '100% cotton', 'Colour': 'White, Grey', 'Motive': 'Stripes', 'Weight': '145 gsm', 'Width': '135-150 cm', 'Thread': '26x22', 'Yarn': 'Ne 20/1', 'VAT rate': '21.0%'}"
Nora UNI-WHITE-OPTICAL,https://textil.eu/en/p-30711/nora-uni-white-optical-unicoloured-linen-plain-white-100-linen/,"Traditional material from the origins of plants. A stem is processed from a flax plant, only around 10% of the plant can be used for textiles.
Characteristics: flax absorbs moisture very well, is firm, pleasantly cool, refreshing, flexible and comfortable to wear.
Our 100% flax can only be used for producing outerwear, shirts, trousers, tops, dresses and skirts.
The flax we offer is called Capri.","{'Design': 'UNI-WHITE-OPTICAL', 'Fabric': 'Linen plain', 'Material': '100% linen', 'Colour': 'White', 'Motive': 'Unicoloured', 'Weight': '132 gsm', 'Width': '139-145 cm', 'Thread': '18x17', 'Yarn': 'Ne L 14/1', 'VAT rate': '21.0%'}"
Satén Premium 82421-301,https://textil.eu/en/p-30733/saten-premium-82421-301-abstract-cotton-sateen-beige-100-cotton/,"Cotton satin is a weave that has a typically glossy finish and matt finished back.
Characteristics: The fabric is very breathable, soft, firm and pleasant to the touch.
Our high-quality printed cotton satin can be used as yardage for dresses, shirts, blouses, underwear, boxers, ties, and can also be used for making bedding, interior furnishings or upholstery.
Our satin weave materials include: Sateen, Rasatello, Bormio Vyella, Imperial, Renato.","{'Design': '82421-301', 'Fabric': 'Cotton Sateen', 'Material': '100% cotton', 'Colour': 'Beige, Grey', 'Motive': 'Abstract', 'Weight': '130 gsm', 'Width': '145-150 cm', 'Thread': '51x30', 'Yarn': 'Ne 40/1', 'VAT rate': '21.0%'}"
Sateen Trachten 1481372-05,https://textil.eu/en/p-30290/sateen-trachten-1481372-05-floral-cotton-sateen-beige-100-cotton/,"Cotton satin is a weave that has a typically glossy finish and matt finished back.
Characteristics: The fabric is very breathable, soft, firm and pleasant to the touch.
Our high-quality printed cotton satin can be used as yardage for dresses, shirts, blouses, underwear, boxers, ties, and can also be used for making bedding, interior furnishings or upholstery.
Our satin weave materials include: Sateen, Rasatello, Bormio Vyella, Imperial, Renato.","{'Design': '1481372-05', 'Fabric': 'Cotton Sateen', 'Material': '100% cotton', 'Colour': 'Beige, Orange', 'Motive': 'Floral, Stripes', 'Weight': '130 gsm', 'Width': '145-150 cm', 'Thread': '51x30', 'Yarn': 'Ne 40/1', 'VAT rate': '21.0%'}"
Sateen Trachten 1478383-04,https://textil.eu/en/p-28360/sateen-trachten-1478383-04-floral-cotton-sateen-grey-100-cotton/,"Cotton satin is a weave that has a typically glossy finish and matt finished back.
Characteristics: The fabric is very breathable, soft, firm and pleasant to the touch.
Our high-quality printed cotton satin can be used as yardage for dresses, shirts, blouses, underwear, boxers, ties, and can also be used for making bedding, interior furnishings or upholstery.
Our satin weave materials include: Sateen, Rasatello, Bormio Vyella, Imperial, Renato.","{'Design': '1478383-04', 'Fabric': 'Cotton Sateen', 'Material': '100% cotton', 'Colour': 'Grey, Blue', 'Motive': 'Floral', 'Weight': '130 gsm', 'Width': '145-150 cm', 'Thread': '51x30', 'Yarn': 'Ne 40/1', 'VAT rate': '21.0%'}"
Diana Soft 91812-303,https://textil.eu/en/p-30764/diana-soft-91812-303-animals-cotton-plain-blue-100-cotton/,"Cotton cloth is woven with the simplest weave, made by simply crossing the warp and weft.
Characteristics: Very comfortable to wear, breathable, absorbent and firm fabric.
Our quality cotton cloth with a wide range of designs can be used to make women's dresses, shirts, blouses, trousers, overalls and bedding.
It can also be used for making fashion accessories and can be used for decorative purposes.
Our cloth weave materials include: Diana, Gloria, Glorima, Aruna.","{'Design': '91812-303', 'Fabric': 'Cotton plain', 'Material': '100% cotton', 'Colour': 'Blue, White', 'Motive': ""Animals, Children's"", 'Weight': '145 gsm', 'Width': '135-150 cm', 'Thread': '26x22', 'Yarn': 'Ne 20/1', 'VAT rate': '21.0%'}"
Sateen Trachten 1480932-27,https://textil.eu/en/p-30307/sateen-trachten-1480932-27-ornaments-cotton-sateen-grey-100-cotton/,"Cotton satin is a weave that has a typically glossy finish and matt finished back.
Characteristics: The fabric is very breathable, soft, firm and pleasant to the touch.
Our high-quality printed cotton satin can be used as yardage for dresses, shirts, blouses, underwear, boxers, ties, and can also be used for making bedding, interior furnishings or upholstery.
Our satin weave materials include: Sateen, Rasatello, Bormio Vyella, Imperial, Renato.","{'Design': '1480932-27', 'Fabric': 'Cotton Sateen', 'Material': '100% cotton', 'Colour': 'Grey, Brown', 'Motive': 'Ornaments', 'Weight': '130 gsm', 'Width': '145-150 cm', 'Thread': '51x30', 'Yarn': 'Ne 40/1', 'VAT rate': '21.0%'}"
Diana PVC 80338-502,https://textil.eu/en/p-24132/diana-pvc-80338-502-floral-plain-pvc-coated-glossy-blue-100-cotton100-pvc/,Bavlněné plátno - PVC povrstvení,"{'Design': '80338-502', 'Fabric': 'Plain - PVC coated, glossy', 'Material': '100% cotton/100% PVC', 'Colour': 'Blue, White', 'Motive': 'Floral, Stripes', 'Weight': '231 gsm', 'Width': '135-150 cm', 'Thread': '26x22', 'Yarn': 'Ne 20/1', 'VAT rate': '21.0%'}"
Elba UNI-9591,https://textil.eu/en/p-27753/elba-uni-9591-unicoloured-linen-with-cotton-green-60-linen40-cotton/,Lněné plátno s bavlnou,"{'Design': 'UNI-9591', 'Fabric': 'Linen with cotton', 'Material': '60% linen/40% cotton', 'Colour': 'Green', 'Motive': 'Unicoloured', 'Weight': '118 gsm', 'Width': '140-148 cm', 'Thread': '24x23', 'Yarn': 'Ne C32 x Ne L21', 'VAT rate': '21.0%'}"
Diana Soft 82413-301,https://textil.eu/en/p-30670/diana-soft-82413-301-floral-cotton-plain-green-100-cotton/,"Cotton cloth is woven with the simplest weave, made by simply crossing the warp and weft.
Characteristics: Very comfortable to wear, breathable, absorbent and firm fabric.
Our quality cotton cloth with a wide range of designs can be used to make women's dresses, shirts, blouses, trousers, overalls and bedding.
It can also be used for making fashion accessories and can be used for decorative purposes.
Our cloth weave materials include: Diana, Gloria, Glorima, Aruna.","{'Design': '82413-301', 'Fabric': 'Cotton plain', 'Material': '100% cotton', 'Colour': 'Green, Orange', 'Motive': 'Floral', 'Weight': '145 gsm', 'Width': '135-150 cm', 'Thread': '26x22', 'Yarn': 'Ne 20/1', 'VAT rate': '21.0%'}"
Glorima UNI-9474,https://textil.eu/en/p-27186/glorima-uni-9474-unicoloured-cotton-plain-green-100-cotton/,"Cotton cloth is woven with the simplest weave, made by simply crossing the warp and weft.
Characteristics: Very comfortable to wear, breathable, absorbent and firm fabric.
Our quality cotton cloth with a wide range of designs can be used to make women's dresses, shirts, blouses, trousers, overalls and bedding.
It can also be used for making fashion accessories and can be used for decorative purposes.
Our cloth weave materials include: Diana, Gloria, Glorima, Aruna.","{'Design': 'UNI-9474', 'Fabric': 'Cotton plain', 'Material': '100% cotton', 'Colour': 'Green', 'Motive': 'Unicoloured', 'Weight': '115 gsm', 'Width': '138-145 cm', 'Thread': '31x27', 'Yarn': 'Ne 30/1', 'VAT rate': '21.0%'}"
Diana Soft 1480591-01,https://textil.eu/en/p-30624/diana-soft-1480591-01-mix-cotton-plain-red-100-cotton/,"Cotton cloth is woven with the simplest weave, made by simply crossing the warp and weft.
Characteristics: Very comfortable to wear, breathable, absorbent and firm fabric.
Our quality cotton cloth with a wide range of designs can be used to make women's dresses, shirts, blouses, trousers, overalls and bedding.
It can also be used for making fashion accessories and can be used for decorative purposes.
Our cloth weave materials include: Diana, Gloria, Glorima, Aruna.","{'Design': '1480591-01', 'Fabric': 'Cotton plain', 'Material': '100% cotton', 'Colour': 'Red, White', 'Motive': 'Mix', 'Weight': '145 gsm', 'Width': '135-150 cm', 'Thread': '26x22', 'Yarn': 'Ne 20/1', 'VAT rate': '21.0%'}"
Glorima ACRYL 1480332-611,https://textil.eu/en/p-28207/glorima-acryl-1480332-611-stripes-plain-acrylat-coated-matt-beige-100-cotton100-acryl/,"During production, an acrylic coating is applied to cotton canvas, therefore creating a relatively flexible, waterproof and pleasant material. Prior to the acrylic coating itself, the fabric undergoes a hydrophobic treatment to prevent the acrylic product from passing through the fabric. Therefore, the acrylic coating is only applied on the front side and the structure of the cotton is preserved on the reverse side.
The fabric with an acrylic coating is easy to wash with water, it is not necessary to wash it in a washing machine. Although, if you still want to wash the fabric we recommend washing unfolded at 30 °C and very gently. The fabric lasts 20 washing cycles. Ironing only on the reverse side at a very low temperature up to 150 °C. The fabric has great colour fastness even in bad weather and long life. You will surely enjoy its easy maintenance.
Thanks to this treatment, you can use the fabric both indoors and outdoors. It can be used to make tablecloths, bags, pillows, aprons and bibs, bags for gymnastics or snacks, bags for cosmetics, cases for electronics and much more. It can also be used to renovate changing tables or dining chairs.
Big sale
The Big Sale of Wholesale Goods section will help you effectively combat high inflation and prices rising across all industries: buy printed or dyed fabrics at a bargain price, or stock up in advance on quality fabrics made of 100% cotton, stretch cotton, linen and viscose at unbeatable prices! These are common printed or dyed fabrics which we usually sell out in order to free up our wholesale textile warehouses for new trendy collections of printed and dyed fabrics, or they are leftover yardage from already sold-out collections.


If you are looking for even higher discounts or literally a price slash, please visit our Cheaper Fabrics with Small Defects section.


Textil.eu, a Czech wholesaler of printed and dyed fabrics made of cotton and linen, produced in the European Union, displays prices after registration only and recalculates prices individually according to current discounts directly for each wholesale customer upon login. Sign up to our wholesale e-shop now and contact us for information on how to save even more money and further decrease wholesale prices of printed and dyed fabrics directly for you or your company.","{'Design': '1480332-611', 'Fabric': 'Plain - ACRYLAT coated, matt', 'Material': '100% cotton/100% ACRYL', 'Colour': 'Beige, Blue', 'Motive': 'Stripes', 'Weight': '140 gsm', 'Width': '140-145 cm', 'Thread': '31x27', 'Yarn': 'Ne 30/1', 'VAT rate': '21.0%'}"
Capri Super Soft UNI-9662,https://textil.eu/en/p-30683/capri-super-soft-uni-9662-unicoloured-linen-plain-red-100-linen/,"Traditional material from the origins of plants. A stem is processed from a flax plant, only around 10% of the plant can be used for textiles.
Characteristics: flax absorbs moisture very well, is firm, pleasantly cool, refreshing, flexible and comfortable to wear.
Our 100% flax can only be used for producing outerwear, shirts, trousers, tops, dresses and skirts.
The flax we offer is called Capri.","{'Design': 'UNI-9662', 'Fabric': 'Linen plain', 'Material': '100% linen', 'Colour': 'Red', 'Motive': 'Unicoloured', 'Weight': '116 gsm', 'Width': '142-145 cm', 'Thread': '21x18', 'Yarn': 'L19 x L21+L23', 'VAT rate': '21.0%'}"
Diana Acryl uni-69561,https://textil.eu/en/p-27385/diana-acryl-uni-69561-unicoloured-plain-acrylat-coated-matt-orange-100-cotton100-acryl/,"During production, an acrylic coating is applied to cotton canvas, therefore creating a relatively flexible, waterproof and pleasant material. Prior to the acrylic coating itself, the fabric undergoes a hydrophobic treatment to prevent the acrylic product from passing through the fabric. Therefore, the acrylic coating is only applied on the front side and the structure of the cotton is preserved on the reverse side.
The fabric with an acrylic coating is easy to wash with water, it is not necessary to wash it in a washing machine. Although, if you still want to wash the fabric we recommend washing unfolded at 30 °C and very gently. The fabric lasts 20 washing cycles. Ironing only on the reverse side at a very low temperature up to 150 °C. The fabric has great colour fastness even in bad weather and long life. You will surely enjoy its easy maintenance.
Thanks to this treatment, you can use the fabric both indoors and outdoors. It can be used to make tablecloths, bags, pillows, aprons and bibs, bags for gymnastics or snacks, bags for cosmetics, cases for electronics and much more. It can also be used to renovate changing tables or dining chairs.","{'Design': 'uni-69561', 'Fabric': 'Plain - ACRYLAT coated, matt', 'Material': '100% cotton/100% ACRYL', 'Colour': 'Orange', 'Motive': 'Unicoloured', 'Weight': '174 gsm', 'Width': '140-150 cm', 'Thread': '26x22', 'Yarn': 'Ne 20/1', 'VAT rate': '21.0%'}"
Diana Soft 1477291-83,https://textil.eu/en/p-29065/diana-soft-1477291-83-dots-cotton-plain-white-100-cotton/,"Cotton cloth is woven with the simplest weave, made by simply crossing the warp and weft.
Characteristics: Very comfortable to wear, breathable, absorbent and firm fabric.
Our quality cotton cloth with a wide range of designs can be used to make women's dresses, shirts, blouses, trousers, overalls and bedding.
It can also be used for making fashion accessories and can be used for decorative purposes.
Our cloth weave materials include: Diana, Gloria, Glorima, Aruna.","{'Design': '1477291-83', 'Fabric': 'Cotton plain', 'Material': '100% cotton', 'Colour': 'White, Violet', 'Motive': 'Dots', 'Weight': '145 gsm', 'Width': '135-150 cm', 'Thread': '26x22', 'Yarn': 'Ne 20/1', 'VAT rate': '21.0%'}"
Arado AH UNI-BLACK,https://textil.eu/en/p-27153/arado-ah-uni-black-unicoloured-cotton-twill-black-100-cotton/,"Cotton twill is a weave that is created by a set of oblique parallel rows running on the fabric surface from right to left, or in an opposite direction.
Characteristics: The fabric is extremely strong, durable, warm, non-pilling and dries relatively quickly.
Our quality cotton twill can be used for shirts, suits, women's dresses, uniforms, upholstery and linings. Its most common use is in denim production, which is used to sew jeans.
Our twill weave materials include: Art.185, Iseo Twill, Swing, Cindy, Duca, Kepr.","{'Design': 'UNI-BLACK', 'Fabric': 'Cotton twill', 'Material': '100% cotton', 'Colour': 'Black', 'Motive': 'Unicoloured', 'Weight': '185 gsm', 'Width': '148-152 cm', 'Thread': '46x23', 'Yarn': 'Ne 24/1 Ne 20/1', 'VAT rate': '21.0%'}"
Diana Soft UNI-9341,https://textil.eu/en/p-29051/diana-soft-uni-9341-unicoloured-cotton-plain-green-100-cotton/,"Cotton cloth is woven with the simplest weave, made by simply crossing the warp and weft.
Characteristics: Very comfortable to wear, breathable, absorbent and firm fabric.
Our quality cotton cloth with a wide range of designs can be used to make women's dresses, shirts, blouses, trousers, overalls and bedding.
It can also be used for making fashion accessories and can be used for decorative purposes.
Our cloth weave materials include: Diana, Gloria, Glorima, Aruna.","{'Design': 'UNI-9341', 'Fabric': 'Cotton plain', 'Material': '100% cotton', 'Colour': 'Green', 'Motive': 'Unicoloured', 'Weight': '145 gsm', 'Width': '135-150 cm', 'Thread': '26x22', 'Yarn': 'Ne 20/1', 'VAT rate': '21.0%'}"
Bormio Vyella 67831-415,https://textil.eu/en/p-27319/bormio-vyella-67831-415-abstract-cotton-sateen-green-100-cotton/,"Cotton satin is a weave that has a typically glossy finish and matt finished back.
Characteristics: The fabric is very breathable, soft, firm and pleasant to the touch.
Our high-quality printed cotton satin can be used as yardage for dresses, shirts, blouses, underwear, boxers, ties, and can also be used for making bedding, interior furnishings or upholstery.
Our satin weave materials include: Sateen, Rasatello, Bormio Vyella, Imperial, Renato.","{'Design': '67831-415', 'Fabric': 'Cotton Sateen', 'Material': '100% cotton', 'Colour': 'Green', 'Motive': 'Abstract', 'Weight': '130 gsm', 'Width': '142-150 cm', 'Thread': '51x30', 'Yarn': 'Ne 40/1', 'VAT rate': '21.0%'}"
Sateen Trachten UNI-9507,https://textil.eu/en/p-30462/sateen-trachten-uni-9507-unicoloured-cotton-sateen-orange-100-cotton/,"Cotton satin is a weave that has a typically glossy finish and matt finished back.
Characteristics: The fabric is very breathable, soft, firm and pleasant to the touch.
Our high-quality printed cotton satin can be used as yardage for dresses, shirts, blouses, underwear, boxers, ties, and can also be used for making bedding, interior furnishings or upholstery.
Our satin weave materials include: Sateen, Rasatello, Bormio Vyella, Imperial, Renato.","{'Design': 'UNI-9507', 'Fabric': 'Cotton Sateen', 'Material': '100% cotton', 'Colour': 'Orange', 'Motive': 'Unicoloured', 'Weight': '130 gsm', 'Width': '145-150 cm', 'Thread': '51x30', 'Yarn': 'Ne 40/1', 'VAT rate': '21.0%'}"
